"AUXLR102.Code.or.Value","AUXLR102.Value.Description","AUXLR102.Count","AUXLR102.Cumulative","AUXLR102.Skip.to.Item"
"-56 to 70","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
