"RFXC111.Code.or.Value","RFXC111.Value.Description","RFXC111.Count","RFXC111.Cumulative","RFXC111.Skip.to.Item"
"-7.379 to 5.489","Range of Values",33689,33689,NA
".","Missing",32,33721,NA
