"AUQ270.Code.or.Value","AUQ270.Value.Description","AUQ270.Count","AUQ270.Cumulative","AUQ270.Skip.to.Item"
"1","Yes",92,92,NA
"2","No",189,281,NA
"7","Refused",0,281,NA
"9","Don't know",1,282,NA
".","Missing",8615,8897,NA
