"RFXC134.Code.or.Value","RFXC134.Value.Description","RFXC134.Count","RFXC134.Cumulative","RFXC134.Skip.to.Item"
"-6.984 to 7.408","Range of Values",33679,33679,NA
".","Missing",42,33721,NA
