"AUQ220.Code.or.Value","AUQ220.Value.Description","AUQ220.Count","AUQ220.Cumulative","AUQ220.Skip.to.Item"
"1","Yes",170,170,NA
"2","No",210,380,NA
"7","Refused",0,380,NA
"9","Don't know",0,380,NA
".","Missing",9265,9645,NA
