"RFXT111.Code.or.Value","RFXT111.Value.Description","RFXT111.Count","RFXT111.Cumulative","RFXT111.Skip.to.Item"
"964 to 973","Range of Values",33689,33689,NA
".","Missing",32,33721,NA
