"CBQ581.Code.or.Value","CBQ581.Value.Description","CBQ581.Count","CBQ581.Cumulative","CBQ581.Skip.to.Item"
"1","Yes",1021,1021,""
"2","No",2121,3142,"CBQ830"
"7","Refused",0,3142,"CBQ830"
"9","Don't know",1,3143,"CBQ830"
".","Missing",2121,5264,""
