"AUXRR273.Code.or.Value","AUXRR273.Value.Description","AUXRR273.Count","AUXRR273.Cumulative","AUXRR273.Skip.to.Item"
"-7 to 79","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
