"TYXP124.Code.or.Value","TYXP124.Value.Description","TYXP124.Count","TYXP124.Cumulative","TYXP124.Skip.to.Item"
"-298 to 73","Range of Values",5245,5245,NA
".","Missing",340,5585,NA
