"AUQ030.Code.or.Value","AUQ030.Value.Description","AUQ030.Count","AUQ030.Cumulative","AUQ030.Skip.to.Item"
"1","Yes",656,656,NA
"2","No",3711,4367,NA
"7","Refused",5,4372,NA
"9","Don't know",0,4372,NA
".","Missing",210,4582,NA
