"TYXP059.Code.or.Value","TYXP059.Value.Description","TYXP059.Count","TYXP059.Cumulative","TYXP059.Skip.to.Item"
"-133 to 181","Range of Values",5582,5582,NA
".","Missing",3,5585,NA
