"SMQ205.Code.or.Value","SMQ205.Value.Description","SMQ205.Count","SMQ205.Cumulative","SMQ205.Skip.to.Item"
"1 to 61","Range of Values",47,47,NA
"77777","Refused",0,47,NA
"99999","Don't know",0,47,NA
".","Missing",4994,5041,NA
