"AUQ590.Code.or.Value","AUQ590.Value.Description","AUQ590.Count","AUQ590.Cumulative","AUQ590.Skip.to.Item"
"1","Yes",100,100,NA
"2","No",874,974,NA
"7","Refused",0,974,NA
"9","Don't know",2,976,NA
".","Missing",2155,3131,NA
