"SXQ490.Code.or.Value","SXQ490.Value.Description","SXQ490.Count","SXQ490.Cumulative","SXQ490.Skip.to.Item"
"0 to 12","Range of Values",189,189,NA
"77777","Refused",0,189,NA
"99999","Don't know",0,189,NA
".","Missing",4654,4843,NA
