"CIQD098.Code.or.Value","CIQD098.Value.Description","CIQD098.Count","CIQD098.Cumulative","CIQD098.Skip.to.Item"
"0 to 99","Range of Values",38,38,NA
"777","Refuse",0,38,NA
"999","Don't know",0,38,NA
".","Missing",812,850,NA
