"TYXP088.Code.or.Value","TYXP088.Value.Description","TYXP088.Count","TYXP088.Cumulative","TYXP088.Skip.to.Item"
"-286 to 135","Range of Values",5574,5574,NA
".","Missing",11,5585,NA
