"TYXP103.Code.or.Value","TYXP103.Value.Description","TYXP103.Count","TYXP103.Cumulative","TYXP103.Skip.to.Item"
"-289 to 174","Range of Values",5562,5562,NA
".","Missing",23,5585,NA
