"TYXP087.Code.or.Value","TYXP087.Value.Description","TYXP087.Count","TYXP087.Cumulative","TYXP087.Skip.to.Item"
"-280 to 137","Range of Values",5574,5574,NA
".","Missing",11,5585,NA
