"AUXLR163.Code.or.Value","AUXLR163.Value.Description","AUXLR163.Count","AUXLR163.Cumulative","AUXLR163.Skip.to.Item"
"-14 to 45","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
