"AUXRR245.Code.or.Value","AUXRR245.Value.Description","AUXRR245.Count","AUXRR245.Cumulative","AUXRR245.Skip.to.Item"
"-17 to 60","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
