"OCQ450.Code.or.Value","OCQ450.Value.Description","OCQ450.Count","OCQ450.Cumulative","OCQ450.Skip.to.Item"
"1","Yes",331,331,NA
"2","No",540,871,NA
"7","Refused",0,871,NA
"9","Don't know",0,871,NA
".","Missing",5342,6213,NA
