"AUDTYR12.Code.or.Value","AUDTYR12.Value.Description","AUDTYR12.Count","AUDTYR12.Cumulative","AUDTYR12.Skip.to.Item"
"0 to 1.63","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
