"TYXP225.Code.or.Value","TYXP225.Value.Description","TYXP225.Count","TYXP225.Cumulative","TYXP225.Skip.to.Item"
"-299 to 164","Range of Values",161,161,NA
".","Missing",5424,5585,NA
