"AUQ300.Code.or.Value","AUQ300.Value.Description","AUQ300.Count","AUQ300.Cumulative","AUQ300.Skip.to.Item"
"1","Yes",646,646,""
"2","No",989,1635,"AUQ330"
"7","Refused",1,1636,"AUQ330"
"9","Don't know",0,1636,"AUQ330"
".","Missing",7261,8897,""
