"AUXRR210.Code.or.Value","AUXRR210.Value.Description","AUXRR210.Count","AUXRR210.Cumulative","AUXRR210.Skip.to.Item"
"-39 to 40","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
