"AUXRR162.Code.or.Value","AUXRR162.Value.Description","AUXRR162.Count","AUXRR162.Cumulative","AUXRR162.Skip.to.Item"
"-19 to 77","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
