"CBQ190.Code.or.Value","CBQ190.Value.Description","CBQ190.Count","CBQ190.Cumulative","CBQ190.Skip.to.Item"
"0 to 21","Range of Values",8423,8423,NA
"777","Refused",0,8423,NA
"999","Don't know",0,8423,NA
".","Missing",2114,10537,NA
