"TYXP119.Code.or.Value","TYXP119.Value.Description","TYXP119.Count","TYXP119.Cumulative","TYXP119.Skip.to.Item"
"-295 to 101","Range of Values",5390,5390,NA
".","Missing",195,5585,NA
