"AUQ490.Code.or.Value","AUQ490.Value.Description","AUQ490.Count","AUQ490.Cumulative","AUQ490.Skip.to.Item"
"1","Yes",595,595,NA
"2","No",1038,1633,NA
"7","Refused",0,1633,NA
"9","Don't know",3,1636,NA
".","Missing",7261,8897,NA
