"AUDTYL72.Code.or.Value","AUDTYL72.Value.Description","AUDTYL72.Count","AUDTYL72.Cumulative","AUDTYL72.Skip.to.Item"
"0 to 1.63","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
