"RFXT023.Code.or.Value","RFXT023.Value.Description","RFXT023.Count","RFXT023.Cumulative","RFXT023.Skip.to.Item"
"186 to 195","Range of Values",33710,33710,NA
".","Missing",11,33721,NA
