"AUXLR143.Code.or.Value","AUXLR143.Value.Description","AUXLR143.Count","AUXLR143.Cumulative","AUXLR143.Skip.to.Item"
"-27 to 63","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
