"RFXT024.Code.or.Value","RFXT024.Value.Description","RFXT024.Count","RFXT024.Cumulative","RFXT024.Skip.to.Item"
"195 to 203","Range of Values",33710,33710,NA
".","Missing",11,33721,NA
