"AUDTYL52.Code.or.Value","AUDTYL52.Value.Description","AUDTYL52.Count","AUDTYL52.Cumulative","AUDTYL52.Skip.to.Item"
"0 to 5.34","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
