"AUQ230.Code.or.Value","AUQ230.Value.Description","AUQ230.Count","AUQ230.Cumulative","AUQ230.Skip.to.Item"
"1","Yes",1190,1190,""
"2","No",3847,5037,"End of Section"
"7","Refused",0,5037,"End of Section"
"9","Don't know",3,5040,"End of Section"
".","Missing",4605,9645,""
