"AUXLR247.Code.or.Value","AUXLR247.Value.Description","AUXLR247.Count","AUXLR247.Cumulative","AUXLR247.Skip.to.Item"
"-25 to 65","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
