"TYXP098.Code.or.Value","TYXP098.Value.Description","TYXP098.Count","TYXP098.Cumulative","TYXP098.Skip.to.Item"
"-278 to 130","Range of Values",5567,5567,NA
".","Missing",18,5585,NA
