"TYXP164.Code.or.Value","TYXP164.Value.Description","TYXP164.Count","TYXP164.Cumulative","TYXP164.Skip.to.Item"
"-298 to 182","Range of Values",2083,2083,NA
".","Missing",3502,5585,NA
