"KIQ200.Code.or.Value","KIQ200.Value.Description","KIQ200.Count","KIQ200.Cumulative","KIQ200.Skip.to.Item"
"1","Yes",37,37,""
"2","No",1821,1858,"KIQ240"
"7","Refused",2,1860,"KIQ240"
"9","Don't know",6,1866,"KIQ240"
".","Missing",3014,4880,""
