"SMQ785.Code.or.Value","SMQ785.Value.Description","SMQ785.Count","SMQ785.Cumulative","SMQ785.Skip.to.Item"
"1","Today",34,34,NA
"2","Yesterday",53,87,NA
"3","3 to 5 days ago",44,131,NA
"7","Refused",0,131,NA
"9","Don't know",0,131,NA
".","Missing",6418,6549,NA
