"TYXP050.Code.or.Value","TYXP050.Value.Description","TYXP050.Count","TYXP050.Cumulative","TYXP050.Skip.to.Item"
"-80 to 188","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
