"TYXP064.Code.or.Value","TYXP064.Value.Description","TYXP064.Count","TYXP064.Cumulative","TYXP064.Skip.to.Item"
"-162 to 169","Range of Values",5582,5582,NA
".","Missing",3,5585,NA
