"CIQP04.Code.or.Value","CIQP04.Value.Description","CIQP04.Count","CIQP04.Cumulative","CIQP04.Skip.to.Item"
"1","Yes",21,21,""
"2","No",194,215,"CIQP06"
"7","Refuse",0,215,"CIQP06"
"9","Don't know",0,215,"CIQP06"
".","Missing",635,850,""
