"AUDTYR53.Code.or.Value","AUDTYR53.Value.Description","AUDTYR53.Count","AUDTYR53.Cumulative","AUDTYR53.Skip.to.Item"
"0 to 4.22","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
