"FSD451.Code.or.Value","FSD451.Value.Description","FSD451.Count","FSD451.Cumulative","FSD451.Skip.to.Item"
"1","Ever",95,95,NA
"2","Never",742,837,NA
"7","Refused",0,837,NA
"9","Don't know",0,837,NA
".","Missing",9700,10537,NA
