"TYXA142.Code.or.Value","TYXA142.Value.Description","TYXA142.Count","TYXA142.Cumulative","TYXA142.Skip.to.Item"
"0.09 to 6.465","Range of Values",3880,3880,NA
".","Missing",1705,5585,NA
