"AUXRR178.Code.or.Value","AUXRR178.Value.Description","AUXRR178.Count","AUXRR178.Cumulative","AUXRR178.Skip.to.Item"
"-29 to 117","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
