"KIQ221.Code.or.Value","KIQ221.Value.Description","KIQ221.Count","KIQ221.Cumulative","KIQ221.Skip.to.Item"
"45 to 80","Range of Values",103,103,NA
"777","Refused",0,103,NA
"999","Don't know",0,103,NA
".","Missing",1789,1892,NA
