"AUXRR116.Code.or.Value","AUXRR116.Value.Description","AUXRR116.Count","AUXRR116.Cumulative","AUXRR116.Skip.to.Item"
"-55 to 52","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
