"TYXP079.Code.or.Value","TYXP079.Value.Description","TYXP079.Count","TYXP079.Cumulative","TYXP079.Skip.to.Item"
"-249 to 148","Range of Values",5579,5579,NA
".","Missing",6,5585,NA
