"CIQD111.Code.or.Value","CIQD111.Value.Description","CIQD111.Count","CIQD111.Cumulative","CIQD111.Skip.to.Item"
"2 to 39","Range of Values",85,85,NA
"77","Refuse",0,85,NA
".","Missing",765,850,NA
