"WBXP060.Code.or.Value","WBXP060.Value.Description","WBXP060.Count","WBXP060.Cumulative","WBXP060.Skip.to.Item"
"-172.2126 to 150.862","Range of Values",5671,5671,NA
".","Missing",11,5682,NA
