"AUXRR134.Code.or.Value","AUXRR134.Value.Description","AUXRR134.Count","AUXRR134.Cumulative","AUXRR134.Skip.to.Item"
"-39 to 79","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
