"AUQ630.Code.or.Value","AUQ630.Value.Description","AUQ630.Count","AUQ630.Cumulative","AUQ630.Skip.to.Item"
"1","Yes",46,46,NA
"2","No",3092,3138,NA
"7","Refused",0,3138,NA
"9","Don't know",0,3138,NA
".","Missing",5759,8897,NA
