"OHQ144.Code.or.Value","OHQ144.Value.Description","OHQ144.Count","OHQ144.Cumulative","OHQ144.Skip.to.Item"
"1","Yes",7,7,NA
"2","No",5656,5663,NA
"7","Refused",0,5663,NA
"9","Don't know",0,5663,NA
".","Missing",3184,8847,NA
