"SXQ700.Code.or.Value","SXQ700.Value.Description","SXQ700.Count","SXQ700.Cumulative","SXQ700.Skip.to.Item"
"1","Yes",2041,2041,NA
"2","No",142,2183,NA
"7","Refused",4,2187,NA
"9","Don't know",4,2191,NA
".","Missing",2652,4843,NA
