"TYXP134.Code.or.Value","TYXP134.Value.Description","TYXP134.Count","TYXP134.Cumulative","TYXP134.Skip.to.Item"
"-297 to 65","Range of Values",4683,4683,NA
".","Missing",902,5585,NA
