"TYXP256.Code.or.Value","TYXP256.Value.Description","TYXP256.Count","TYXP256.Cumulative","TYXP256.Skip.to.Item"
"-298 to 150","Range of Values",63,63,NA
".","Missing",5522,5585,NA
