"OHQ420.Code.or.Value","OHQ420.Value.Description","OHQ420.Count","OHQ420.Cumulative","OHQ420.Skip.to.Item"
"1","Yes",1034,1034,NA
"2","No",110,1144,NA
"7","Refused",0,1144,NA
"9","Don't know",1,1145,NA
".","Missing",7166,8311,NA
