"TYXP253.Code.or.Value","TYXP253.Value.Description","TYXP253.Count","TYXP253.Cumulative","TYXP253.Skip.to.Item"
"-298 to 153","Range of Values",72,72,NA
".","Missing",5513,5585,NA
