"SMQ900.Code.or.Value","SMQ900.Value.Description","SMQ900.Count","SMQ900.Cumulative","SMQ900.Skip.to.Item"
"1","Yes",1150,1150,""
"2","No",4705,5855,"SMQ910"
"7","Refused",0,5855,"SMQ910"
"9","Don't know",1,5856,"SMQ910"
".","Missing",868,6724,""
