"AUQ560.Code.or.Value","AUQ560.Value.Description","AUQ560.Count","AUQ560.Cumulative","AUQ560.Skip.to.Item"
"1","Yes",56,56,NA
"2","No",906,962,NA
"7","Refused",2,964,NA
"9","Don't know",8,972,NA
".","Missing",2159,3131,NA
