"AUDTYL53.Code.or.Value","AUDTYL53.Value.Description","AUDTYL53.Count","AUDTYL53.Cumulative","AUDTYL53.Skip.to.Item"
"0 to 5.88","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
