"SXQ590.Code.or.Value","SXQ590.Value.Description","SXQ590.Count","SXQ590.Cumulative","SXQ590.Skip.to.Item"
"0 to 12","Range of Values",851,851,NA
"77777","Refused",0,851,NA
"99999","Don't know",0,851,NA
".","Missing",3992,4843,NA
